Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-04-01,4053,105792,839,12430
2020-04-02,4782,110574,727,13157
2020-04-03,4668,115242,760,13917
2020-04-04,4585,119827,764,14681
2020-04-05,4805,124632,681,15362
2020-04-06,4316,128948,527,15889
2020-04-07,3599,132547,636,16525
2020-04-08,3039,135586,604,17129
2020-04-09,3836,139422,540,17669
2020-04-10,4204,143626,612,18281
2020-04-11,3951,147577,570,18851
2020-04-12,4694,152271,619,19470
2020-04-13,4092,156363,431,19901
2020-04-14,3153,159516,564,20465
2020-04-15,2972,162488,604,21069
2020-04-16,2667,165155,578,21647
2020-04-17,3786,168941,525,22172
2020-04-18,3493,172434,575,22747
2020-04-19,3491,175925,480,23227
2020-04-20,3047,178972,433,23660
2020-04-21,2256,181228,454,24114
2020-04-22,2729,183957,534,24648
2020-04-23,3370,187327,437,25085
2020-04-24,2646,189973,464,25549
2020-04-25,3021,192994,420,25969
2020-04-26,2357,195351,415,26384
2020-04-27,2324,197675,260,26644
2020-04-28,1739,199414,333,26977
2020-04-29,2091,201505,382,27359
2020-04-30,2086,203591,323,27682
2020-05-01,1872,205463,285,27967
2020-05-02,1965,207428,269,28236
2020-05-03,1900,209328,474,28710
2020-05-04,1389,210717,174,28884
2020-05-05,1221,211938,195,29079
2020-05-06,1075,213013,236,29315
2020-05-07,1444,214457,369,29684
2020-05-08,1401,215858,274,29958
2020-05-09,1327,217185,243,30201
2020-05-10,1083,218268,194,30395
2020-05-11,802,219070,165,30560
2020-05-12,744,219814,179,30739
2020-05-13,1402,221216,172,30911
2020-05-14,888,222104,195,31106
2020-05-15,992,223096,262,31368
2020-05-16,789,223885,242,31610
2020-05-17,875,224760,153,31763
2020-05-18,675,225435,145,31908
2020-05-19,451,225886,99,32007
2020-05-20,813,226699,162,32169
2020-05-21,665,227364,161,32330
2020-05-22,642,228006,156,32486
2020-05-23,652,228658,130,32616
2020-05-24,669,229327,119,32735
2020-05-25,531,229858,50,32785
2020-05-26,300,230158,92,32877
2020-05-27,397,230555,78,32955
2020-05-28,584,231139,117,33072
2020-05-29,593,231732,70,33142
2020-05-30,516,232248,87,33229
2020-05-31,416,232664,111,33340
2020-06-01,355,233019,75,33415
2020-06-02,178,233197,60,33475
2020-06-03,318,233515,55,33530
2020-06-04,321,233836,71,33601
2020-06-05,177,234013,88,33689
2020-06-06,518,234531,85,33774
2020-06-07,270,234801,72,33846
2020-06-08,197,234998,53,33899
2020-06-09,280,235278,65,33964
2020-06-10,283,235561,79,34043
2020-06-11,202,235763,71,34114
2020-06-12,379,236142,53,34167
2020-06-13,163,236305,56,34223
2020-06-14,346,236651,78,34301
2020-06-15,338,236989,44,34345
2020-06-16,301,237290,26,34371
2020-06-17,210,237500,34,34405
2020-06-18,328,237828,43,34448
2020-06-19,331,238159,66,34514
2020-06-20,-148,238011,47,34561
2020-06-21,264,238275,49,34610
2020-06-22,224,238499,24,34634
2020-06-23,221,238720,23,34657
2020-06-24,113,238833,18,34675
2020-06-25,577,239410,-31,34644
2020-06-26,296,239706,34,34678
2020-06-27,255,239961,30,34708
2020-06-28,175,240136,8,34716
2020-06-29,174,240310,22,34738
2020-06-30,126,240436,6,34744
2020-07-01,142,240578,23,34767
2020-07-02,182,240760,21,34788
2020-07-03,201,240961,30,34818
2020-07-04,223,241184,15,34833
2020-07-05,235,241419,21,34854
2020-07-06,192,241611,7,34861
2020-07-07,208,241819,8,34869
2020-07-08,137,241956,30,34899
2020-07-09,193,242149,15,34914
2020-07-10,214,242363,12,34926
2020-07-11,276,242639,12,34938
2020-07-12,188,242827,7,34945
2020-07-13,234,243061,9,34954
2020-07-14,169,243230,13,34967
2020-07-15,114,243344,17,34984
2020-07-16,162,243506,13,34997
2020-07-17,230,243736,20,35017
2020-07-18,231,243967,11,35028
2020-07-19,249,244216,14,35042
2020-07-20,218,244434,3,35045
2020-07-21,190,244624,13,35058
2020-07-22,128,244752,15,35073
2020-07-23,280,245032,9,35082
2020-07-24,306,245338,10,35092
2020-07-25,252,245590,5,35097
2020-07-26,274,245864,5,35102
2020-07-27,254,246118,5,35107
2020-07-28,168,246286,5,35112
2020-07-29,202,246488,11,35123
2020-07-30,288,246776,6,35129
2020-07-31,382,247158,3,35132
2020-08-01,379,247537,9,35141
2020-08-02,295,247832,5,35146
2020-08-03,238,248070,8,35154
2020-08-04,159,248229,12,35166
