Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-01-29,6,6,0,0
2020-01-30,0,6,0,0
2020-01-31,0,6,0,0
2020-02-01,0,6,0,0
2020-02-02,0,6,0,0
2020-02-03,0,6,0,0
2020-02-04,0,6,0,0
2020-02-05,0,6,0,0
2020-02-06,0,6,0,0
2020-02-07,1,7,0,0
2020-02-08,0,7,0,0
2020-02-09,0,7,0,0
2020-02-10,0,7,0,0
2020-02-11,0,7,0,0
2020-02-12,0,7,0,0
2020-02-13,0,7,0,0
2020-02-14,0,7,0,0
2020-02-15,0,7,0,0
2020-02-16,0,7,0,0
2020-02-17,0,7,0,0
2020-02-18,0,7,0,0
2020-02-19,0,7,0,0
2020-02-20,0,7,0,0
2020-02-21,1,8,0,0
2020-02-22,7,15,2,2
2020-02-23,113,128,0,2
2020-02-24,105,233,5,7
2020-02-25,93,326,5,12
2020-02-26,78,404,0,12
2020-02-27,250,654,5,17
2020-02-28,238,892,4,21
2020-02-29,240,1132,8,29
2020-03-01,561,1693,6,35
2020-03-02,347,2040,17,52
2020-03-03,466,2506,28,80
2020-03-04,587,3093,27,107
2020-03-05,769,3862,41,148
2020-03-06,778,4640,49,197
2020-03-07,1247,5887,37,234
2020-03-08,1492,7379,132,366
2020-03-09,1797,9176,97,463
2020-03-10,977,10153,168,631
2020-03-11,2313,12466,196,827
2020-03-12,2651,15117,189,1016
2020-03-13,2547,17664,252,1268
2020-03-14,3497,21161,173,1441
2020-03-15,3590,24751,368,1809
2020-03-16,3233,27984,349,2158
2020-03-17,3526,31510,347,2505
2020-03-18,4207,35717,473,2978
2020-03-19,5318,41035,429,3407
2020-03-20,5986,47021,625,4032
2020-03-21,6557,53578,795,4827
2020-03-22,0,53578,0,4827
2020-03-23,5560,59138,649,5476
2020-03-24,4789,63927,601,6077
2020-03-25,5249,69176,743,6820
2020-03-26,5210,74386,685,7505
2020-03-27,6153,80539,660,8165
2020-03-28,5959,86498,971,9136
2020-03-29,5974,92472,887,10023
2020-03-30,5217,97689,758,10781
2020-03-31,4050,101739,810,11591
