Date,New Cases,Total Cases,New Deaths,Total Deaths
2020-07-20,131,86068,0,4653
2020-07-21,84,86152,0,4653
2020-07-22,74,86226,2,4655
2020-07-23,135,86361,0,4655
2020-07-24,139,86500,1,4656
2020-07-25,160,86660,1,4657
2020-07-26,179,86839,2,4659
2020-07-27,189,87028,0,4659
2020-07-28,217,87245,4,4663
2020-07-29,212,87457,1,4664
2020-07-30,223,87680,1,4665
2020-07-31,276,87956,1,4666
2020-08-01,166,88122,2,4668
2020-08-02,180,88302,6,4674
2020-08-03,158,88460,3,4677
2020-08-04,114,88574,1,4678
